id,word,defTh,defEn,type,ipa_us,ipa_uk,cefr,example,audioTh,audioEn,audio_example,image
975,convenient,สะดวก,"useful, easy or quick to do; not causing problems",adjective,/kənˈviːniənt/,/kənˈviːniənt/,B1,Fruit is a convenient source of vitamins and energy.,,,,975_b1_convenient.jpg
976,convention,"การประชุม, ธรรมเนียม",the way in which something is done that most people in a society expect and consider to be polite or the right way to do it,noun,/kənˈvenʃn/,/kənˈvenʃn/,B2,the rigid social conventions of Victorian Britain,,,,976_b2_convention.jpg
977,conventional,ตามธรรมเนียม,"tending to follow what is done or considered acceptable by society in general; normal and ordinary, and perhaps not very interesting",adjective,/kənˈvenʃənl/,/kənˈvenʃənl/,B2,conventional behaviour/morality,,,,
978,conversation,"การพูดคุย, บทสนทนา (ไม่เป็นทางการ)",an informal talk involving a small group of people or only two; the activity of talking in this way,noun,/ˌkɑːnvərˈseɪʃn/,/ˌkɒnvəˈseɪʃn/,A1,a phone conversation,,,,
979,conversion,การแปลง,"the act or process of changing something from one form, use or system to another",noun,/kənˈvɜːrʒn/,/kənˈvɜːʃn/,C1,Their main business is the conversion of farm buildings into family homes.,,,,979_c1_conversion.jpg
980,convert,"เปลี่ยน, แปลง","to change or make something change from one form, purpose, system, etc. to another",verb,/kənˈvɜːrt/,/kənˈvɜːt/,B2,"convert something, They took just nine months to convert the building.",,,,980_b2_convert.jpg
981,convey,ถ่ายทอด,"to make ideas, feelings, etc. known to somebody",verb,/kənˈveɪ/,/kənˈveɪ/,B2,"convey something, Colours like red convey a sense of energy and strength.",,,,981_b2_convey.jpg
982,convict,นักโทษ,to decide and state officially in court that somebody is guilty of a crime,verb,/kənˈvɪkt/,/kənˈvɪkt/,C1,"be convicted (of something), He was convicted of fraud.",,,,982_c1_convict.jpg
983,conviction,ความเชื่อมั่นในหลักการ,the act of finding somebody guilty of a crime in court; the fact of having been found guilty,noun,/kənˈvɪkʃn/,/kənˈvɪkʃn/,C1,He plans to appeal against his conviction.,,,,
984,convince,"โน้มน้าว, ชักจูง",to make somebody/yourself believe that something is true,verb,/kənˈvɪns/,/kənˈvɪns/,B1,"convince somebody/yourself, Are the prime minister's assurances enough to convince the public?",,,,984_b1_convince.jpg
985,convinced,"ที่เชื่อมั่น, ที่แน่ใจ",completely sure about something,adjective,/kənˈvɪnst/,/kənˈvɪnst/,B2,Sam nodded but he didn't look convinced.,,,,
986,convincing,น่าเชื่อ,that makes somebody believe that something is true,adjective,/kənˈvɪnsɪŋ/,/kənˈvɪnsɪŋ/,B2,a convincing argument/explanation/case,,,,
987,cook,"ทำอาหาร, พ่อครัว",a person who cooks food or whose job is cooking,noun,/kʊk/,/kʊk/,A2,John is a very good cook (= he cooks well).,,,,
988,cooker,เตาหุงต้ม,"a large piece of equipment for cooking food, containing an oven and gas or electric rings on top",noun,/ˈkʊkər/,/ˈkʊkə(r)/,A2,a gas cooker,,,,
989,cooking,การทำอาหาร,the process of preparing food by heating it,noun,/ˈkʊkɪŋ/,/ˈkʊkɪŋ/,A1,My husband does all the cooking.,,,,989_a1_cooking.jpg
990,cool,"เย็น, เท่, สบาย",fairly cold; not hot or warm,adjective,/kuːl/,/kuːl/,A1,cool air/water,,,,
991,cooperate,ให้ความร่วมมือ,to work together with somebody else in order to achieve something,verb,/kəʊˈɑːpəreɪt/,/kəʊˈɒpəreɪt/,C1,The two groups agreed to cooperate with each other.,,,,991_c1_cooperate.jpg
992,cooperative,สหกรณ์,involving doing something together or working together with others towards a shared aim,adjective,/kəʊˈɑːpərətɪv/,/kəʊˈɒpərətɪv/,C1,Cooperative activity is essential to effective community work.,,,,
993,coordinate,ประสานงาน,to organize the different parts of an activity and the people involved in it so that it works well,verb,/kəʊˈɔːrdɪneɪt/,/kəʊˈɔːdɪneɪt/,C1,"coordinate something, They appointed a new manager to coordinate the work of the team.",,,,993_c1_coordinate.jpg
994,coordination,การประสานงาน,"the act of making parts of something, groups of people, etc. work together in an efficient and organized way",noun,/kəʊˌɔːrdɪˈneɪʃn/,/kəʊˌɔːdɪˈneɪʃn/,C1,The aim was to improve the coordination of services.,,,,
995,coordinator,ผู้ประสานงาน,a person who organizes the different parts of an activity and the people involved in it so that it works well,noun,/kəʊˈɔːrdɪneɪtər/,/kəʊˈɔːdɪneɪtə(r)/,C1,The campaign needs an effective coordinator.,,,,
996,cop,ตำรวจ (คำแสลง),a police officer,noun,/kɑːp/,/kɒp/,C1,Somebody call the cops!,,,,
997,cope,"รับมือ, จัดการ",to deal successfully with something difficult,verb,/kəʊp/,/kəʊp/,B2,I got to the stage where I wasn't coping any more.,,,,997_b2_cope.jpg
998,copper,ทองแดง,"a chemical element. Copper is a soft red-brown metal used for making electric wires, pipes and coins.",noun,/ˈkɑːpər/,/ˈkɒpə(r)/,C1,a copper mine,,,,998_c1_copper.jpg
999,copy,"สำเนา, คัดลอก","a thing that is made to be the same as something else, especially a document or a work of art",noun,/ˈkɑːpi/,/ˈkɒpi/,A2,The thieves replaced the original painting with a copy.,,,,
1000,copyright,ลิขสิทธิ์,"if a person or an organization holds the copyright on a piece of writing, music, etc., they are the only people who have the legal right to publish, broadcast, perform it, etc., and other people must ask their permission to use it or any part of it",noun,/ˈkɑːpiraɪt/,/ˈkɒpiraɪt/,C1,Copyright expires seventy years after the death of the author.,,,,
1001,core,"แกน, ใจกลาง",most important; main or essential,adjective,/kɔːr/,/kɔː(r)/,B2,core subjects (= subjects that all the students have to study) such as English and mathematics,,,,1001_b2_core.jpg
1002,corner,"มุม, หัวมุม","a part of something where two or more sides, lines or edges join",noun,/ˈkɔːrnər/,/ˈkɔːnə(r)/,A2,the four corners of a square,,,,
1003,corporate,ที่เกี่ยวกับบริษัทใหญ่,connected with a large business company ,adjective,/ˈkɔːrpərət/,/ˈkɔːpərət/,B2,corporate finance/profits/tax,,,,1003_b2_corporate.jpg
1004,corporation,บริษัท,a large business company,noun,/ˌkɔːrpəˈreɪʃn/,/ˌkɔːpəˈreɪʃn/,B2,multinational corporations,,,,
1005,correct,"ถูกต้อง, แก้ไข","accurate or true, without any mistakes ",adjective,/kəˈrekt/,/kəˈrekt/,A1,Do you have the correct time?,,,,
1006,correction,"การแก้ไขความผิดพลาด, การปรับปรุง",a change that makes something more accurate than it was before,noun,/kəˈrekʃn/,/kəˈrekʃn/,C1,I've made a few small corrections to your report.,,,,
1007,correctly,อย่างถูกต้อง,"in a way that is accurate or true, without any mistakes",adverb,/kəˈrektli/,/kəˈrektli/,A2,Have you spelled it correctly?,,,,
1008,correlate,มีความสัมพันธ์กัน,"if two or more facts, figures, etc. correlate or if a fact, figure, etc. correlates with another, the facts are closely connected and affect or depend on each other",verb,/ˈkɔːrəleɪt/,/ˈkɒrəleɪt/,C1,The figures do not seem to correlate.,,,,1008_c1_correlate.jpg
1009,correlation,ความสัมพันธ์เชิงสถิติ,a connection between two things in which one thing changes as the other does,noun,/ˌkɔːrəˈleɪʃn/,/ˌkɒrəˈleɪʃn/,C1,"correlation between A and B, There is a direct correlation between exposure to sun and skin cancer.",,,,
1010,correspond,สอดคล้อง,to be the same as or match something,verb,/ˌkɔːrəˈspɑːnd/,/ˌkɒrəˈspɒnd/,C1,Your account and hers do not correspond.,,,,1010_c1_correspond.jpg
1011,correspondence,การโต้ตอบ,"the letters, emails, etc. a person sends and receives",noun,/ˌkɔːrəˈspɑːndəns/,/ˌkɒrəˈspɒndəns/,C1,personal/private correspondence,,,,
1012,correspondent,ผู้สื่อข่าว,a person who reports news from a particular country or on a particular subject for a newspaper or a television or radio station,noun,/ˌkɔːrəˈspɑːndənt/,/ˌkɒrəˈspɒndənt/,C1,She's the BBC's political correspondent.,,,,
1013,corresponding,ที่สอดคล้องกัน,matching or connected with something that you have just mentioned,adjective,/ˌkɔːrəˈspɑːndɪŋ/,/ˌkɒrəˈspɒndɪŋ/,C1,A change in the money supply brings a corresponding change in expenditure.,,,,
1014,corridor,โถงทางเดิน,"a long narrow passage in a building, with doors that open into rooms on either side",noun,/ˈkɔːrɪdɔːr/,/ˈkɒrɪdɔː(r)/,B2,His room is along the corridor.,,,,1014_b2_corridor.jpg
1015,corrupt,เสียหาย,willing to use their power to do dishonest or illegal things in return for money or to get an advantage,adjective,/kəˈrʌpt/,/kəˈrʌpt/,C1,It was seen as the only way to overthrow a corrupt regime.,,,,1015_c1_corrupt.jpg
1016,corruption,การทุจริต,"dishonest or illegal behaviour, especially of people in authority",noun,/kəˈrʌpʃn/,/kəˈrʌpʃn/,C1,allegations of bribery and corruption,,,,
1017,cost,"ราคา, ค่าใช้จ่าย","the amount of money that you need in order to buy, make or do something",noun,/kɔːst/,/kɒst/,A1,"cost of something, the high/low cost of housing",,,,1017_a1_cost.jpg
1018,costly,มีราคาแพง,"costing a lot of money, especially more than you want to pay",adjective,/ˈkɔːstli/,/ˈkɒstli/,C1,Buying new furniture may prove too costly.,,,,
1019,costume,เครื่องแต่งกาย,the clothes worn by people from a particular place or during a particular historical period,noun,/ˈkɑːstuːm/,/ˈkɒstjuːm/,B1,an exhibition of Victorian costumes,,,,
1020,cottage,"กระท่อม, บ้านพัก","a small house, especially in the country",noun,/ˈkɑːtɪdʒ/,/ˈkɒtɪdʒ/,B1,a thatched cottage,,,,1020_b1_cottage.jpg
1021,cotton,"ฝ้าย, ผ้าฝ้าย",a plant grown in warm countries for the soft white hairs around its seeds that are used to make cloth and thread,noun,/ˈkɑːtn/,/ˈkɒtn/,B1," From the age of six she worked in the fields, picking cotton.",,,,1021_b1_cotton.jpg
1022,could,"สามารถ, อาจจะ",used as the past tense of ‘can’,modal verb,/kəd/,/kəd/,A1,She said that she couldn't come.,,,,
1023,council,"สภา, คณะกรรมการ",a group of people who are elected to govern an area such as a city or county,noun,/ˈkaʊnsl/,/ˈkaʊnsl/,B2,a town council,,,,1023_b2_council.jpg
1024,councillor,สมาชิกสภา,a member of a city or county council,noun,/ˈkaʊnsələr/,/ˈkaʊnsələ(r)/,C1,Councillor Ann Jones,,,,
1025,counselling,"การให้คำปรึกษาทางจิตวิทยา, การแนะนำ",professional advice about a problem,noun,/ˈkaʊnsəlɪŋ/,/ˈkaʊnsəlɪŋ/,C1,The couple decided to go for relationship counselling.,,,,
1026,counsellor,ที่ปรึกษาด้านแนะแนว,"a person who has been trained to advise people with problems, especially personal problems",noun,/ˈkaʊnsələr/,/ˈkaʊnsələ(r)/,C1,I went to see a debt counsellor and she agreed to come to the bank with me.,,,,
1027,count,"นับ, จำนวน",an act of counting to find the total number of somebody/something,noun,/kaʊnt/,/kaʊnt/,B1,"If the election result is close, there will be a second count.",,,,
1028,counter,"เคาน์เตอร์, ต่อต้าน","a long flat surface over which goods are sold or business is done in a shop, bank, etc.",noun,/ˈkaʊntər/,/ˈkaʊntə(r)/,B2,"behind the counter, I asked the woman behind the counter if they had any postcards.",,,,
